ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
8/2/2004 0:00,1661.88,33,USA,Motorcycles,50.36,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,1661.8799999999999
11/3/2004 0:00,2598.64,44,USA,Motorcycles,59.06,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,2598.6400000000003
11/24/2004 0:00,1454.7,26,Australia,Motorcycles,55.95,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1454.7
3/4/2005 0:00,5079.96,36,USA,Motorcycles,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3600
6/16/2003 0:00,3423.75,33,USA,Vintage Cars,100,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,3300
8/10/2003 0:00,3455.76,34,USA,Vintage Cars,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3400
2/19/2004 0:00,3858.75,45,USA,Vintage Cars,85.75,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3858.75
5/8/2004 0:00,5600.5,46,USA,Vintage Cars,100,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,4600
8/20/2004 0:00,5795.54,46,Canada,Vintage Cars,100,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,4600
10/14/2004 0:00,4166.88,48,USA,Vintage Cars,86.81,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,4166.88
11/1/2004 0:00,4080.07,47,UK,Vintage Cars,86.81,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,4080.07
4/1/2005 0:00,7307.42,58,USA,Vintage Cars,100,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,5800
5/9/2005 0:00,6209.25,51,Australia,Vintage Cars,100,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,5100
6/3/2003 0:00,3447,25,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2500
8/8/2003 0:00,3791.52,24,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2400
9/25/2003 0:00,4524.1,35,Australia,Classic Cars,100,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,3500
11/14/2003 0:00,5096.91,39,USA,Classic Cars,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3900
11/26/2003 0:00,4537.08,27,USA,Classic Cars,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,2700
12/9/2003 0:00,6146.8,40,USA,Classic Cars,100,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,4000
7/20/2004 0:00,3734,25,USA,Classic Cars,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2500
8/20/2004 0:00,4674.8,31,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3100
9/8/2004 0:00,7140.76,44,USA,Classic Cars,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,4400
11/5/2004 0:00,5379.71,49,USA,Classic Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,4900
11/21/2004 0:00,5679.36,36,USA,Classic Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,3600
12/1/2004 0:00,4394.84,34,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3400
1/26/2005 0:00,7031.52,48,Japan,Classic Cars,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,4800
5/5/2005 0:00,6896.75,49,USA,Classic Cars,100,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,4900
1/6/2003 0:00,1903.22,22,USA,Vintage Cars,86.51,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,1903.22
5/21/2003 0:00,3081.24,36,USA,Vintage Cars,85.59,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,3081.2400000000002
9/11/2003 0:00,3598.22,34,Australia,Vintage Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3400
11/12/2003 0:00,3942.72,36,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3600
11/21/2003 0:00,2341.2,24,Australia,Vintage Cars,97.55,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2341.2
12/2/2003 0:00,2482.11,29,USA,Vintage Cars,85.59,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2482.11
1/12/2005 0:00,2696.96,43,USA,Vintage Cars,62.72,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,2696.96
4/22/2005 0:00,541.14,6,USA,Vintage Cars,90.19,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,541.14
5/29/2005 0:00,6134.7,66,Australia,Vintage Cars,92.95,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,6134.7
8/8/2003 0:00,1685.28,24,USA,Vintage Cars,70.22,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1685.28
10/21/2003 0:00,1916.98,26,USA,Vintage Cars,73.73,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,1916.98
11/14/2003 0:00,3630.28,47,USA,Vintage Cars,77.24,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3630.2799999999997
3/20/2004 0:00,2059.19,23,UK,Vintage Cars,89.53,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2059.19
5/7/2004 0:00,3170.16,42,USA,Vintage Cars,75.48,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3170.1600000000003
6/17/2004 0:00,1790.6,20,Canada,Vintage Cars,89.53,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,1790.6
8/20/2004 0:00,3580.88,34,Canada,Vintage Cars,100,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3400
11/21/2004 0:00,4498.19,29,USA,Vintage Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2900
1/26/2005 0:00,3562.49,41,Japan,Vintage Cars,86.89,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,3562.4900000000002
3/23/2005 0:00,4739.4,45,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4500
5/6/2005 0:00,1207.68,16,USA,Vintage Cars,75.48,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,1207.68
7/24/2003 0:00,4601.2,40,USA,Trucks and Buses,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,4000
11/13/2003 0:00,2441.04,21,USA,Trucks and Buses,100,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2100
12/9/2003 0:00,6658.02,47,USA,Trucks and Buses,100,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,4700
3/11/2004 0:00,4716.23,41,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4100
5/4/2004 0:00,2390.22,21,USA,Trucks and Buses,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,2100
7/19/2004 0:00,5383.08,38,Australia,Trucks and Buses,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3800
8/19/2004 0:00,2482.25,25,USA,Trucks and Buses,99.29,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2482.25
10/13/2004 0:00,2184.38,22,USA,Trucks and Buses,99.29,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2184.38
10/22/2004 0:00,2881.76,28,Canada,Trucks and Buses,100,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2800
11/29/2004 0:00,5884.65,45,Australia,Trucks and Buses,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,4500
12/10/2004 0:00,3559.64,28,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2800
1/20/2005 0:00,1668.37,29,Australia,Trucks and Buses,57.53,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1668.3700000000001
2/17/2005 0:00,4890.6,39,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3900
5/1/2005 0:00,5235.72,46,Canada,Trucks and Buses,100,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,4600
3/26/2003 0:00,2490.5,50,USA,Vintage Cars,49.81,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2490.5
7/24/2003 0:00,1254.83,29,USA,Vintage Cars,43.27,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,1254.8300000000002
11/6/2003 0:00,2194.22,49,Australia,Vintage Cars,44.78,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,2194.2200000000003
11/13/2003 0:00,1972,40,USA,Vintage Cars,49.3,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,1972
12/5/2003 0:00,1119.93,21,Canada,Vintage Cars,53.33,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,1119.93
1/29/2004 0:00,2082.88,46,USA,Vintage Cars,45.28,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,2082.88
3/11/2004 0:00,1569.75,39,USA,Vintage Cars,40.25,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1569.75
5/4/2004 0:00,2694.15,45,USA,Vintage Cars,59.87,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,2694.15
6/15/2004 0:00,1257.27,21,Japan,Vintage Cars,59.87,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,1257.27
7/19/2004 0:00,2567.84,44,Australia,Vintage Cars,58.36,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2567.84
8/19/2004 0:00,2634.28,44,USA,Vintage Cars,59.87,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2634.2799999999997
10/21/2004 0:00,2217.15,39,USA,Vintage Cars,56.85,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2217.15
11/5/2004 0:00,6832.02,38,USA,Vintage Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,3800
1/20/2005 0:00,2730,20,Australia,Vintage Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2000
2/17/2005 0:00,7827.3,39,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3900
5/1/2005 0:00,2095.45,35,Canada,Vintage Cars,59.87,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,2095.45
7/2/2003 0:00,4705.18,31,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3100
9/3/2003 0:00,4444.54,29,USA,Classic Cars,100,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,2900
11/4/2003 0:00,4910.4,33,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3300
6/30/2004 0:00,2410.6,20,USA,Classic Cars,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2000
8/2/2004 0:00,5713.92,48,USA,Classic Cars,100,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,4800
11/3/2004 0:00,7901.1,45,USA,Classic Cars,100,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,4500
11/24/2004 0:00,6276.46,38,Australia,Classic Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3800
3/4/2005 0:00,6862.94,49,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4900
5/21/2003 0:00,1327.79,23,USA,Classic Cars,57.73,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1327.79
9/11/2003 0:00,2356.25,29,Australia,Classic Cars,81.25,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2356.25
11/12/2003 0:00,3072.96,44,USA,Classic Cars,69.84,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3072.96
11/21/2003 0:00,1906.5,25,Australia,Classic Cars,76.26,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,1906.5000000000002
12/2/2003 0:00,3431.7,45,USA,Classic Cars,76.26,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3431.7000000000003
7/7/2004 0:00,2719.8,36,USA,Classic Cars,75.55,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2719.7999999999997
1/12/2005 0:00,3751,44,USA,Classic Cars,85.25,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3751
4/22/2005 0:00,4421.34,66,USA,Classic Cars,66.99,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,4421.339999999999
5/29/2005 0:00,2078.28,36,Australia,Classic Cars,57.73,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2078.2799999999997
5/21/2003 0:00,1713.8,22,USA,Classic Cars,77.9,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1713.8000000000002
9/11/2003 0:00,1506.5,25,Australia,Classic Cars,60.26,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1506.5
11/5/2003 0:00,2422.08,32,USA,Classic Cars,75.69,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,2422.08
11/12/2003 0:00,3488.34,47,USA,Classic Cars,74.22,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3488.34
11/20/2003 0:00,2583.34,37,USA,Classic Cars,69.82,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2583.3399999999997
12/2/2003 0:00,1249.4,20,USA,Classic Cars,62.47,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1249.4
2/26/2004 0:00,1265.46,21,USA,Classic Cars,60.26,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,1265.46
7/7/2004 0:00,3204,40,USA,Classic Cars,80.1,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3204
11/4/2004 0:00,2116.5,30,USA,Classic Cars,70.55,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2116.5
1/12/2005 0:00,1267.77,21,USA,Classic Cars,60.37,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,1267.77
4/22/2005 0:00,1987.18,26,USA,Classic Cars,76.43,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,1987.1800000000003
5/29/2005 0:00,3880.2,60,Australia,Classic Cars,64.67,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3880.2000000000003
4/4/2003 0:00,3259.92,47,USA,Classic Cars,69.36,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,3259.92
6/3/2003 0:00,1213.8,20,USA,Classic Cars,60.69,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1213.8
9/25/2003 0:00,1632.75,25,Australia,Classic Cars,65.31,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,1632.75
11/25/2003 0:00,2924.68,44,USA,Classic Cars,66.47,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,2924.68
12/9/2003 0:00,2294.18,49,USA,Classic Cars,46.82,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,2294.18
7/20/2004 0:00,2913.3,45,USA,Classic Cars,64.74,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2913.2999999999997
8/20/2004 0:00,1357.78,29,USA,Classic Cars,46.82,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1357.78
9/8/2004 0:00,2150,40,USA,Classic Cars,53.75,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2150
10/13/2004 0:00,2783.25,45,USA,Classic Cars,61.85,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2783.25
11/5/2004 0:00,1729,25,USA,Classic Cars,69.16,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,1729
12/1/2004 0:00,2275.2,48,USA,Classic Cars,47.4,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2275.2
1/23/2005 0:00,2431.75,25,USA,Classic Cars,97.27,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2431.75
2/24/2003 0:00,2845.75,25,USA,Motorcycles,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2500
4/29/2003 0:00,3431.75,35,Australia,Motorcycles,98.05,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3431.75
8/25/2003 0:00,4119.4,43,USA,Motorcycles,95.8,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,4119.4
10/28/2003 0:00,5747.5,50,USA,Motorcycles,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,5000
2/20/2004 0:00,2921.28,32,Australia,Motorcycles,91.29,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2921.28
4/5/2004 0:00,2299,20,USA,Motorcycles,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,2000
5/18/2004 0:00,2637.18,26,USA,Motorcycles,100,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,2600
6/28/2004 0:00,4307.52,42,USA,Motorcycles,100,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,4200
8/27/2004 0:00,3716.88,34,USA,Motorcycles,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,3400
11/2/2004 0:00,6437.28,48,USA,Motorcycles,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,4800
11/15/2004 0:00,2633.4,30,USA,Motorcycles,87.78,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2633.4
11/23/2004 0:00,2278.53,27,Japan,Motorcycles,84.39,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2278.53
1/5/2005 0:00,4846,50,USA,Motorcycles,96.92,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,4846
2/2/2005 0:00,4197.1,38,Australia,Motorcycles,100,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,3800
9/11/2003 0:00,2671.95,47,Australia,Classic Cars,56.85,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2671.9500000000003
11/5/2003 0:00,1453.84,34,USA,Classic Cars,42.76,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1453.84
11/20/2003 0:00,2530.01,47,USA,Classic Cars,53.83,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2530.0099999999998
12/2/2003 0:00,2241.45,45,USA,Classic Cars,49.81,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2241.4500000000003
2/26/2004 0:00,1557.72,36,USA,Classic Cars,43.27,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,1557.72
8/6/2004 0:00,1584.8,35,USA,Classic Cars,45.28,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1584.8
11/4/2004 0:00,2028.48,48,USA,Classic Cars,42.26,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2028.48
1/12/2005 0:00,1463,38,USA,Classic Cars,38.5,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,1463
4/22/2005 0:00,2576,64,USA,Classic Cars,40.25,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2576
5/29/2005 0:00,2233.69,37,Australia,Classic Cars,60.37,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2233.69
4/29/2003 0:00,4651.53,39,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3900
8/25/2003 0:00,3501.6,40,USA,Planes,87.54,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3501.6000000000004
10/28/2003 0:00,6433.7,49,USA,Planes,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,4900
1/12/2004 0:00,2658.96,27,Japan,Planes,98.48,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2658.96
2/20/2004 0:00,3608.76,34,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3400
4/2/2004 0:00,2214.67,23,Canada,Planes,96.29,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2214.67
5/11/2004 0:00,2747.53,31,USA,Planes,88.63,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2747.5299999999997
10/15/2004 0:00,3493.7,31,USA,Planes,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3100
11/1/2004 0:00,2872.25,25,UK,Planes,100,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2500
11/23/2004 0:00,1063.65,21,Japan,Planes,50.65,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,1063.6499999999999
12/4/2004 0:00,2008.44,28,USA,Planes,71.73,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,2008.44
2/2/2005 0:00,4328.6,46,Australia,Planes,94.1,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,4328.5999999999995
4/3/2005 0:00,3659.02,38,USA,Planes,96.29,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,3659.0200000000004
5/21/2003 0:00,1702.8,45,USA,Vintage Cars,37.84,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1702.8000000000002
9/12/2003 0:00,1194.84,36,USA,Vintage Cars,33.19,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,1194.84
11/12/2003 0:00,1436.76,39,USA,Vintage Cars,36.84,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1436.7600000000002
11/21/2003 0:00,759.46,26,Australia,Vintage Cars,29.21,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,759.46
4/26/2004 0:00,974.82,33,USA,Vintage Cars,29.54,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,974.8199999999999
10/21/2004 0:00,1152.06,39,USA,Vintage Cars,29.54,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1152.06
11/4/2004 0:00,2624,20,USA,Vintage Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2000
1/12/2005 0:00,834.67,23,USA,Vintage Cars,36.29,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,834.67
3/9/2005 0:00,8344.71,33,Australia,Vintage Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3300
5/29/2005 0:00,1209.6,45,Australia,Vintage Cars,26.88,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1209.6
2/24/2003 0:00,3155.14,38,USA,Motorcycles,83.03,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3155.14
4/29/2003 0:00,2848.86,34,Australia,Motorcycles,83.79,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2848.86
8/25/2003 0:00,3902.41,47,USA,Motorcycles,83.03,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3902.41
10/28/2003 0:00,2186.89,29,USA,Motorcycles,75.41,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2186.89
1/12/2004 0:00,1851,30,Japan,Motorcycles,61.7,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,1851
2/20/2004 0:00,2633.78,38,Australia,Motorcycles,69.31,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2633.78
4/3/2004 0:00,3153.6,36,USA,Motorcycles,87.6,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,3153.6
5/11/2004 0:00,2803.2,32,USA,Motorcycles,87.6,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2803.2
6/28/2004 0:00,2311.02,37,USA,Motorcycles,62.46,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,2311.02
